Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YPR086W	YFL042C	SUA7	YFL043C	Two-hybrid	Ito T et al	11283351
YPR086W	YGL145W	SUA7	TIP20	Two-hybrid	Ito T et al	11283351
YPR086W	YGR005C	SUA7	TFG2	Two-hybrid	Ito T et al	11283351
YPR086W	YGR053C	SUA7	YGR053C	Two-hybrid	Ito T et al	11283351
YPR086W	YGR099W	SUA7	TEL2	Two-hybrid	Ito T et al	11283351
YPR086W	YGR204W	SUA7	ADE3	Two-hybrid	Ito T et al	11283351
YPR086W	YGR205W	SUA7	YGR205W	Two-hybrid	Ito T et al	11283351
YPR086W	YGR207C	SUA7	YGR207C	Two-hybrid	Ito T et al	11283351
YPR086W	YGR232W	SUA7	NAS6	Two-hybrid	Ito T et al	11283351
YPR086W	YGR275W	SUA7	RTT102	Two-hybrid	Ito T et al	11283351
YPR086W	YGR291C	SUA7	YGR291C	Two-hybrid	Ito T et al	11283351
YPR086W	YGR294W	SUA7	YGR294W	Two-hybrid	Ito T et al	11283351
YPR086W	YHL044W	SUA7	YHL044W	Two-hybrid	Ito T et al	11283351
YPR086W	YHL045W	SUA7	YHL045W	Two-hybrid	Ito T et al	11283351
YPR086W	YHR038W	SUA7	RRF1	Two-hybrid	Ito T et al	11283351
YPR086W	YHR040W	SUA7	BCD1	Two-hybrid	Ito T et al	11283351
YPR086W	YHR058C	SUA7	MED6	Two-hybrid	Ito T et al	11283351
YPR086W	YHR079C-A	SUA7	SAE3	Two-hybrid	Ito T et al	11283351
YPR086W	YHR172W	SUA7	SPC97	Two-hybrid	Ito T et al	11283351
YPR086W	YHR214W	SUA7	YHR214W	Two-hybrid	Ito T et al	11283351
YPR086W	YIL005W	SUA7	EPS1	Two-hybrid	Ito T et al	11283351
YPR086W	YIL033C	SUA7	BCY1	Two-hybrid	Ito T et al	11283351
YPR086W	YIL066C	SUA7	RNR3	Two-hybrid	Ito T et al	11283351
YPR086W	YJL066C	SUA7	MPM1	Two-hybrid	Ito T et al	11283351
YPR086W	YJL072C	SUA7	PSF2	Two-hybrid	Ito T et al	11283351
YPR086W	YJL079C	SUA7	PRY1	Two-hybrid	Ito T et al	11283351
YPR086W	YJR017C	SUA7	ESS1	Two-hybrid	Ito T et al	11283351
YPR086W	YJR065C	SUA7	ARP3	Two-hybrid	Ito T et al	11283351
YPR086W	YKL134C	SUA7	Oct-01	Two-hybrid	Ito T et al	11283351
YPR086W	YKL208W	SUA7	CBT1	Two-hybrid	Ito T et al	11283351
YPR086W	YLL022C	SUA7	HIF1	Two-hybrid	Ito T et al	11283351
YPR086W	YLR045C	SUA7	STU2	Two-hybrid	Ito T et al	11283351
YPR086W	YLR201C	SUA7	FMP53	Two-hybrid	Ito T et al	11283351
YPR086W	YLR294C	SUA7	YLR294C	Two-hybrid	Ito T et al	11283351
YPR086W	YLR295C	SUA7	ATP14	Two-hybrid	Ito T et al	11283351
YPR086W	YLR455W	SUA7	YLR455W	Two-hybrid	Ito T et al	11283351
YPR086W	YLR457C	SUA7	NBP1	Two-hybrid	Ito T et al	11283351
YPR086W	YML019W	SUA7	OST6	Two-hybrid	Ito T et al	11283351
YPR086W	YML105C	SUA7	SEC65	Two-hybrid	Ito T et al	11283351
YPR086W	YML108W	SUA7	YML108W	Two-hybrid	Ito T et al	11283351
YPR086W	YMR184W	SUA7	YMR184W	Two-hybrid	Ito T et al	11283351
YPR086W	YMR193W	SUA7	MRPL24	Two-hybrid	Ito T et al	11283351
YPR086W	YMR263W	SUA7	SAP30	Two-hybrid	Ito T et al	11283351
YPR086W	YMR305C	SUA7	SCW10	Two-hybrid	Ito T et al	11283351
YPR086W	YMR315W	SUA7	YMR315W	Two-hybrid	Ito T et al	11283351
YPR086W	YNL015W	SUA7	PBI2	Two-hybrid	Ito T et al	11283351
YPR086W	YNL062C	SUA7	GCD10	Two-hybrid	Ito T et al	11283351
YPR086W	YNL096C	SUA7	RPS7B	Two-hybrid	Ito T et al	11283351
YPR086W	YNL288W	SUA7	CAF40	Two-hybrid	Ito T et al	11283351
YPR086W	YOL066C	SUA7	RIB2	Two-hybrid	Ito T et al	11283351
YPR086W	YOL070C	SUA7	YOL070C	Two-hybrid	Ito T et al	11283351
YPR086W	YOL111C	SUA7	YOL111C	Two-hybrid	Ito T et al	11283351
YPR086W	YOL147C	SUA7	PEX11	Two-hybrid	Ito T et al	11283351
YPR086W	YOL148C	SUA7	SPT20	Two-hybrid	Ito T et al	11283351
YPR086W	YOL150C	SUA7	YOL150C	Two-hybrid	Ito T et al	11283351
YPR086W	YOL152W	SUA7	FRE7	Two-hybrid	Ito T et al	11283351
YPR086W	YOR037W	SUA7	CYC2	Two-hybrid	Ito T et al	11283351
YPR086W	YOR045W	SUA7	TOM6	Two-hybrid	Ito T et al	11283351
YPR086W	YOR049C	SUA7	RSB1	Two-hybrid	Ito T et al	11283351
YPR086W	YOR064C	SUA7	YNG1	Two-hybrid	Ito T et al	11283351
YPR086W	YOR074C	SUA7	CDC21	Two-hybrid	Ito T et al	11283351
YPR086W	YOR079C	SUA7	ATX2	Two-hybrid	Ito T et al	11283351
YPR086W	YOR082C	SUA7	YOR082C	Two-hybrid	Ito T et al	11283351
YPR086W	YOR110W	SUA7	TFC7	Two-hybrid	Ito T et al	11283351
YPR086W	YOR114W	SUA7	YOR114W	Two-hybrid	Ito T et al	11283351
YPR086W	YOR154W	SUA7	YOR154W	Two-hybrid	Ito T et al	11283351
YPR086W	YOR271C	SUA7	YOR271C	Two-hybrid	Ito T et al	11283351
YPR086W	YPL002C	SUA7	SNF8	Two-hybrid	Ito T et al	11283351
YPR086W	YPL051W	SUA7	ARL3	Two-hybrid	Ito T et al	11283351
YPR086W	YPL094C	SUA7	SEC62	Two-hybrid	Ito T et al	11283351
YPR086W	YPL097W	SUA7	MSY1	Two-hybrid	Ito T et al	11283351
YPR086W	YPR020W	SUA7	ATP20	Two-hybrid	Ito T et al	11283351
YPR086W	YPR032W	SUA7	SRO7	Two-hybrid	Ito T et al	11283351
YPR086W	YPR066W	SUA7	UBA3	Two-hybrid	Ito T et al	11283351
YPR086W	YPR155C	SUA7	NCA2	Two-hybrid	Ito T et al	11283351
YPR086W	YPR157W	SUA7	YPR157W	Two-hybrid	Ito T et al	11283351
YPR088C	YOR128C	SRP54	ADE2	Two-hybrid	Ito T et al	11283351
YPR094W	YPR133C	RDS3	IWS1	Two-hybrid	Ito T et al	11283351
YPR103W	YOR047C	PRE2	STD1	Two-hybrid	Ito T et al	11283351
YPR104C	YDR174W	FHL1	HMO1	Two-hybrid	Ito T et al	11283351
YPR104C	YDR510W	FHL1	SMT3	Two-hybrid	Ito T et al	11283351
YPR105C	YGR120C	COG4	COG2	Two-hybrid	Ito T et al	11283351
YPR105C	YIL144W	COG4	TID3	Two-hybrid	Ito T et al	11283351
YPR105C	YLR423C	COG4	ATG17	Two-hybrid	Ito T et al	11283351
YPR105C	YPR191W	COG4	QCR2	Two-hybrid	Ito T et al	11283351
YPR106W	YBR038W	ISR1	CHS2	Two-hybrid	Ito T et al	11283351
YPR106W	YPR163C	ISR1	TIF3	Two-hybrid	Ito T et al	11283351
YPR107C	YJR093C	YTH1	FIP1	Two-hybrid	Ito T et al	11283351
YPR108W	YER021W	RPN7	RPN3	Two-hybrid	Ito T et al	11283351
YPR111W	YGL092W	DBF20	NUP145	Two-hybrid	Ito T et al	11283351
YPR111W	YOR128C	DBF20	ADE2	Two-hybrid	Ito T et al	11283351
YPR113W	YML008C	PIS1	ERG6	Two-hybrid	Ito T et al	11283351
YPR119W	YBR024W	CLB2	SCO2	Two-hybrid	Ito T et al	11283351
YPR119W	YBR135W	CLB2	CKS1	Two-hybrid	Ito T et al	11283351
YPR119W	YDR025W	CLB2	RPS11A	Two-hybrid	Ito T et al	11283351
YPR123C	YPL034W	YPR123C	YPL034W	Two-hybrid	Ito T et al	11283351
YPR126C	YAL064W-B	YPR126C	YAL064W-B	Two-hybrid	Ito T et al	11283351
YPR145W	YHR113W	ASN1	YHR113W	Two-hybrid	Ito T et al	11283351
YPR148C	YDL237W	YPR148C	YDL237W	Two-hybrid	Ito T et al	11283351
YPR158W-A	YER159C-A	YPR158W-A	YER159C-A	Two-hybrid	Ito T et al	11283351
YPR158W-A	YOR142W-A	YPR158W-A	YOR142W-A	Two-hybrid	Ito T et al	11283351
YPR158W-A	YPR158W-A	YPR158W-A	YPR158W-A	Two-hybrid	Ito T et al	11283351
YPR163C	YLR157C	TIF3	ASP3-2	Two-hybrid	Ito T et al	11283351
YPR169W	YOR101W	JIP5	RAS1	Two-hybrid	Ito T et al	11283351
YPR171W	YBR187W	BSP1	YBR187W	Two-hybrid	Ito T et al	11283351
YPR172W	YKR010C	YPR172W	TOF2	Two-hybrid	Ito T et al	11283351
YPR173C	YLR025W	VPS4	SNF7	Two-hybrid	Ito T et al	11283351
YPR174C	YEL017W	YPR174C	GTT3	Two-hybrid	Ito T et al	11283351
YPR174C	YIL119C	YPR174C	RPI1	Two-hybrid	Ito T et al	11283351
YPR174C	YOR089C	YPR174C	VPS21	Two-hybrid	Ito T et al	11283351
YPR175W	YNL334C	DPB2	SNO2	Two-hybrid	Ito T et al	11283351
YPR178W	YGR241C	PRP4	YAP1802	Two-hybrid	Ito T et al	11283351
YPR184W	YFR017C	GDB1	YFR017C	Two-hybrid	Ito T et al	11283351
YPR201W	YLR171W	ARR3	YLR171W	Two-hybrid	Ito T et al	11283351
YOR128C	YOR128C	ADE2	ADE2	Two-hybrid	Uetz P et al	10688190
YOR128C	YCR066W	ADE2	RAD18	Two-hybrid	Uetz P et al	10688190
YOR128C	YCR067C	ADE2	SED4	Two-hybrid	Uetz P et al	10688190
YOR128C	YBR134W	ADE2	YBR134W	Two-hybrid	Uetz P et al	10688190
YGR061C	YLR386W	ADE6	VAC14	Two-hybrid	Uetz P et al	10688190
YDR408C	YOR174W	ADE8	MED4	Two-hybrid	Uetz P et al	10688190
YDR408C	YGL127C	ADE8	SOH1	Two-hybrid	Uetz P et al	10688190
YDR408C	YCR063W	ADE8	BUD31	Two-hybrid	Uetz P et al	10688190
YMR303C	YFL042C	ADH2	YFL043C	Two-hybrid	Uetz P et al	10688190
YOR023C	YCR082W	AHC1	AHC2	Two-hybrid	Uetz P et al	10688190
YMR092C	YLR102C	AIP1	APC9	Two-hybrid	Uetz P et al	10688190
YOL130W	YLR291C	ALR1	GCD7	Two-hybrid	Uetz P et al	10688190
YOL130W	YGL025C	ALR1	PGD1	Two-hybrid	Uetz P et al	10688190
YOL130W	YGL024W	ALR1	YGL024W	Two-hybrid	Uetz P et al	10688190
YOL130W	YNL086W	ALR1	YNL086W	Two-hybrid	Uetz P et al	10688190
YBR217W	YNR007C	ATG12	ATG3	Two-hybrid	Uetz P et al	10688190
YBR217W	YMR159C	ATG12	ATG16	Two-hybrid	Uetz P et al	10688190
YPR185W	YGL180W	ATG13	ATG1	Two-hybrid	Uetz P et al	10688190
YPR185W	YGR253C	ATG13	PUP2	Two-hybrid	Uetz P et al	10688190
YPR185W	YGR120C	ATG13	COG2	Two-hybrid	Uetz P et al	10688190
YPR185W	YNL086W	ATG13	YNL086W	Two-hybrid	Uetz P et al	10688190
YPL149W	YBR217W	ATG5	ATG12	Two-hybrid	Uetz P et al	10688190
YPL149W	YMR159C	ATG5	ATG16	Two-hybrid	Uetz P et al	10688190
YHR171W	YBR217W	ATG7	ATG12	Two-hybrid	Uetz P et al	10688190
YHR171W	YNR007C	ATG7	ATG3	Two-hybrid	Uetz P et al	10688190
YHR171W	YBL078C	ATG7	ATG8	Two-hybrid	Uetz P et al	10688190
YPL259C	YKL135C	APM1	APL2	Two-hybrid	Uetz P et al	10688190
YHL019C	YKL135C	APM2	APL2	Two-hybrid	Uetz P et al	10688190
YDR376W	YCR093W	ARH1	CDC39	Two-hybrid	Uetz P et al	10688190
YDR376W	YIR024C	ARH1	GIF1	Two-hybrid	Uetz P et al	10688190
YDR106W	YHR129C	ARP10	ARP1	Two-hybrid	Uetz P et al	10688190
YPR020W	YKL130C	ATP20	SHE2	Two-hybrid	Uetz P et al	10688190
YPL161C	YGL126W	BEM4	SCS3	Two-hybrid	Uetz P et al	10688190
YPL161C	YIL163C	BEM4	YIL163C	Two-hybrid	Uetz P et al	10688190
YPL161C	YLR049C	BEM4	YLR049C	Two-hybrid	Uetz P et al	10688190
YDR099W	YNL042W	BMH2	BOP3	Two-hybrid	Uetz P et al	10688190
YDR099W	YBL043W	BMH2	ECM13	Two-hybrid	Uetz P et al	10688190
YMR055C	YER143W	BUB2	DDI1	Two-hybrid	Uetz P et al	10688190
YMR055C	YHR061C	BUB2	GIC1	Two-hybrid	Uetz P et al	10688190
YMR055C	YGR153W	BUB2	TOS10	Two-hybrid	Uetz P et al	10688190
YMR055C	YNL335W	BUB2	YNL335W	Two-hybrid	Uetz P et al	10688190
YOR026W	YJL013C	BUB3	MAD3	Two-hybrid	Uetz P et al	10688190
YLR319C	YGL015C	BUD6	YGL015C	Two-hybrid	Uetz P et al	10688190
YOR276W	YOL139C	CAF20	CDC33	Two-hybrid	Uetz P et al	10688190
YOL139C	YOR276W	CDC33	CAF20	Two-hybrid	Uetz P et al	10688190
YPL111W	YPL111W	CAR1	CAR1	Two-hybrid	Uetz P et al	10688190
YLR438W	YHL025W	CAR2	SNF6	Two-hybrid	Uetz P et al	10688190
YLR438W	YGR010W	CAR2	NMA2	Two-hybrid	Uetz P et al	10688190
YLR438W	YLR328W	CAR2	NMA1	Two-hybrid	Uetz P et al	10688190
YDL220C	YDR082W	CDC13	STN1	Two-hybrid	Uetz P et al	10688190
YGL116W	YJL030W	CDC20	MAD2	Two-hybrid	Uetz P et al	10688190
YLR229C	YPL161C	CDC42	BEM4	Two-hybrid	Uetz P et al	10688190
YLR229C	YDL135C	CDC42	RDI1	Two-hybrid	Uetz P et al	10688190
YGL155W	YKL019W	CDC43	RAM2	Two-hybrid	Uetz P et al	10688190
YDL132W	YDL017W	CDC53	CDC7	Two-hybrid	Uetz P et al	10688190
YDL132W	YDR328C	CDC53	SKP1	Two-hybrid	Uetz P et al	10688190
YDL132W	YLR100W	CDC53	ERG27	Two-hybrid	Uetz P et al	10688190
YDL132W	YLR128W	CDC53	DCN1	Two-hybrid	Uetz P et al	10688190
YDL132W	YLR368W	CDC53	MDM30	Two-hybrid	Uetz P et al	10688190
YDL132W	YGL249W	CDC53	ZIP2	Two-hybrid	Uetz P et al	10688190
YDL017W	YJL088W	CDC7	ARG3	Two-hybrid	Uetz P et al	10688190
YDL017W	YDL160C	CDC7	DHH1	Two-hybrid	Uetz P et al	10688190
YDL017W	YKL039W	CDC7	PTM1	Two-hybrid	Uetz P et al	10688190
YDL017W	YGR099W	CDC7	TEL2	Two-hybrid	Uetz P et al	10688190
YDL017W	YCR022C	CDC7	YCR022C	Two-hybrid	Uetz P et al	10688190
YDL017W	YCR050C	CDC7	YCR050C	Two-hybrid	Uetz P et al	10688190
YDL017W	YEL023C	CDC7	YEL023C	Two-hybrid	Uetz P et al	10688190
YDL017W	YFR057W	CDC7	YFR057W	Two-hybrid	Uetz P et al	10688190
YDL017W	YNR048W	CDC7	YNR048W	Two-hybrid	Uetz P et al	10688190
YDL017W	YOR006C	CDC7	YOR006C	Two-hybrid	Uetz P et al	10688190
YLR245C	YLR245C	CDD1	CDD1	Two-hybrid	Uetz P et al	10688190
YBR274W	YMR255W	CHK1	GFD1	Two-hybrid	Uetz P et al	10688190
YBR274W	YLR258W	CHK1	GSY2	Two-hybrid	Uetz P et al	10688190
YMR138W	YOR070C	CIN4	GYP1	Two-hybrid	Uetz P et al	10688190
YMR138W	YBR284W	CIN4	YBR284W	Two-hybrid	Uetz P et al	10688190
YCR005C	YCR005C	CIT2	CIT2	Two-hybrid	Uetz P et al	10688190
YCR005C	YJL042W	CIT2	MHP1	Two-hybrid	Uetz P et al	10688190
YOR061W	YOR039W	CKA2	CKB2	Two-hybrid	Uetz P et al	10688190
YGR108W	YBR135W	CLB1	CKS1	Two-hybrid	Uetz P et al	10688190
YPR119W	YBR135W	CLB2	CKS1	Two-hybrid	Uetz P et al	10688190
YPR119W	YNL135C	CLB2	FPR1	Two-hybrid	Uetz P et al	10688190
YPR119W	YDR386W	CLB2	MUS81	Two-hybrid	Uetz P et al	10688190
YPR119W	YDR412W	CLB2	YDR412W	Two-hybrid	Uetz P et al	10688190
YPR119W	YHR035W	CLB2	YHR035W	Two-hybrid	Uetz P et al	10688190
YPR119W	YNR022C	CLB2	MRPL50	Two-hybrid	Uetz P et al	10688190
YDL155W	YBR135W	CLB3	CKS1	Two-hybrid	Uetz P et al	10688190
YAL040C	YJL013C	CLN3	MAD3	Two-hybrid	Uetz P et al	10688190
YLR433C	YNL047C	CNA1	SLM2	Two-hybrid	Uetz P et al	10688190
YKL190W	YMR211W	CNB1	DML1	Two-hybrid	Uetz P et al	10688190
YBR155W	YDR463W	CNS1	STP1	Two-hybrid	Uetz P et al	10688190
YLL050C	YFL039C	COF1	ACT1	Two-hybrid	Uetz P et al	10688190
YOR303W	YOR039W	CPA1	CKB2	Two-hybrid	Uetz P et al	10688190
YLR216C	YIR037W	CPR6	HYR1	Two-hybrid	Uetz P et al	10688190
YLR429W	YDR328C	CRN1	SKP1	Two-hybrid	Uetz P et al	10688190
YNR010W	YOR174W	CSE2	MED4	Two-hybrid	Uetz P et al	10688190
YMR094W	YLL052C	CTF13	AQY2	Two-hybrid	Uetz P et al	10688190
YMR094W	YOR359W	CTF13	VTS1	Two-hybrid	Uetz P et al	10688190
YHR057C	YJR091C	CPR2	JSN1	Two-hybrid	Uetz P et al	10688190
YGR155W	YCR086W	CYS4	CSM1	Two-hybrid	Uetz P et al	10688190
YIR032C	YIR032C	DAL3	DAL3	Two-hybrid	Uetz P et al	10688190
YNL314W	YNL314W	DAL82	DAL82	Two-hybrid	Uetz P et al	10688190
YGR113W	YGL061C	DAM1	DUO1	Two-hybrid	Uetz P et al	10688190
YNL118C	YOL149W	DCP2	DCP1	Two-hybrid	Uetz P et al	10688190
YNL118C	YEL015W	DCP2	EDC3	Two-hybrid	Uetz P et al	10688190
YDL160C	YOL149W	DHH1	DCP1	Two-hybrid	Uetz P et al	10688190
YDL160C	YEL015W	DHH1	EDC3	Two-hybrid	Uetz P et al	10688190
YPR082C	YBR055C	DIB1	PRP6	Two-hybrid	Uetz P et al	10688190
YBR055C	YPR082C	PRP6	DIB1	Two-hybrid	Uetz P et al	10688190
YPL049C	YDR480W	DIG1	DIG2	Two-hybrid	Uetz P et al	10688190
YER179W	YER179W	DMC1	DMC1	Two-hybrid	Uetz P et al	10688190
YIL150C	YGL201C	MCM10	MCM6	Two-hybrid	Uetz P et al	10688190
YGL061C	YER016W	DUO1	BIM1	Two-hybrid	Uetz P et al	10688190
YGL061C	YDR016C	DUO1	DAD1	Two-hybrid	Uetz P et al	10688190
YDR206W	YOL149W	EBS1	DCP1	Two-hybrid	Uetz P et al	10688190
YDR206W	YER027C	EBS1	GAL83	Two-hybrid	Uetz P et al	10688190
YDR206W	YJL030W	EBS1	MAD2	Two-hybrid	Uetz P et al	10688190
YDR206W	YBR057C	EBS1	MUM2	Two-hybrid	Uetz P et al	10688190
YDR206W	YOR047C	EBS1	STD1	Two-hybrid	Uetz P et al	10688190
YOR180C	YLR284C	DCI1	ECI1	Two-hybrid	Uetz P et al	10688190
YLR390W	YDR145W	ECM19	TAF12	Two-hybrid	Uetz P et al	10688190
YBR176W	YBR176W	ECM31	ECM31	Two-hybrid	Uetz P et al	10688190
YJR125C	YOR111W	ENT3	YOR111W	Two-hybrid	Uetz P et al	10688190
YLR233C	YGL201C	EST1	MCM6	Two-hybrid	Uetz P et al	10688190
YLR233C	YKL020C	EST1	SPT23	Two-hybrid	Uetz P et al	10688190
YLR233C	YNL229C	EST1	URE2	Two-hybrid	Uetz P et al	10688190
YLR233C	YAL028W	EST1	FRT2	Two-hybrid	Uetz P et al	10688190
YLR233C	YGR160W	EST1	YGR160W	Two-hybrid	Uetz P et al	10688190
YLR233C	YJL019W	EST1	MPS3	Two-hybrid	Uetz P et al	10688190
YLR233C	YML038C	EST1	YMD8	Two-hybrid	Uetz P et al	10688190
YNL023C	YMR224C	FAP1	MRE11	Two-hybrid	Uetz P et al	10688190
YNL023C	YKL130C	FAP1	SHE2	Two-hybrid	Uetz P et al	10688190
YMR052W	YFR008W	FAR3	FAR7	Two-hybrid	Uetz P et al	10688190
YDR236C	YDR398W	FMN1	UTP5	Two-hybrid	Uetz P et al	10688190
YGR267C	YGR267C	FOL2	FOL2	Two-hybrid	Uetz P et al	10688190
YNL135C	YER052C	FPR1	HOM3	Two-hybrid	Uetz P et al	10688190
YNL135C	YMR087W	FPR1	YMR087W	Two-hybrid	Uetz P et al	10688190
YBL042C	YER021W	FUI1	RPN3	Two-hybrid	Uetz P et al	10688190
YAL032C	YLR345W	PRP45	YLR345W	Two-hybrid	Uetz P et al	10688190
YAL032C	YPL151C	PRP45	PRP46	Two-hybrid	Uetz P et al	10688190
YHR128W	YPR185W	FUR1	ATG13	Two-hybrid	Uetz P et al	10688190
YGL254W	YOR039W	FZF1	CKB2	Two-hybrid	Uetz P et al	10688190
YGL254W	YHR215W	FZF1	PHO12	Two-hybrid	Uetz P et al	10688190
YGL254W	YGR047C	FZF1	TFC4	Two-hybrid	Uetz P et al	10688190
YLR291C	YPL070W	GCD7	MUK1	Two-hybrid	Uetz P et al	10688190
YKR026C	YKR026C	GCN3	GCN3	Two-hybrid	Uetz P et al	10688190
YGR252W	YDR448W	GCN5	ADA2	Two-hybrid	Uetz P et al	10688190
YOR375C	YJL124C	GDH1	LSM1	Two-hybrid	Uetz P et al	10688190
YMR255W	YGL122C	GFD1	NAB2	Two-hybrid	Uetz P et al	10688190
YML094W	YLR200W	GIM5	YKE2	Two-hybrid	Uetz P et al	10688190
YML006C	YGL166W	GIS4	CUP2	Two-hybrid	Uetz P et al	10688190
YER133W	YDL070W	GLC7	BDF2	Two-hybrid	Uetz P et al	10688190
YER133W	YNL233W	GLC7	BNI4	Two-hybrid	Uetz P et al	10688190
YER133W	YBR045C	GLC7	GIP1	Two-hybrid	Uetz P et al	10688190
YER133W	YJL042W	GLC7	MHP1	Two-hybrid	Uetz P et al	10688190
YER133W	YIR006C	GLC7	PAN1	Two-hybrid	Uetz P et al	10688190
YER133W	YDR195W	GLC7	REF2	Two-hybrid	Uetz P et al	10688190
YER133W	YOR329C	GLC7	SCD5	Two-hybrid	Uetz P et al	10688190
YER133W	YDR130C	GLC7	FIN1	Two-hybrid	Uetz P et al	10688190
YER133W	YDR412W	GLC7	YDR412W	Two-hybrid	Uetz P et al	10688190
YER133W	YHR100C	GLC7	YHR100C	Two-hybrid	Uetz P et al	10688190
YER133W	YOR315W	GLC7	YOR315W	Two-hybrid	Uetz P et al	10688190
YJL137C	YJL137C	GLG2	GLG2	Two-hybrid	Uetz P et al	10688190
YCL040W	YML099C	GLK1	ARG81	Two-hybrid	Uetz P et al	10688190
YCL040W	YBR040W	GLK1	FIG1	Two-hybrid	Uetz P et al	10688190
YOL059W	YFL017C	GPD2	GNA1	Two-hybrid	Uetz P et al	10688190
YDR098C	YGL071W	GRX3	RCS1	Two-hybrid	Uetz P et al	10688190
YPL059W	YIL105C	GRX5	SLM1	Two-hybrid	Uetz P et al	10688190
YPL059W	YNL047C	GRX5	SLM2	Two-hybrid	Uetz P et al	10688190
YDR108W	YGR234W	GSG1	YHB1	Two-hybrid	Uetz P et al	10688190
YLR293C	YJR074W	GSP1	MOG1	Two-hybrid	Uetz P et al	10688190
YOR185C	YJR074W	GSP2	MOG1	Two-hybrid	Uetz P et al	10688190
YJR074W	YOR185C	MOG1	GSP2	Two-hybrid	Uetz P et al	10688190
YML121W	YML121W	GTR1	GTR1	Two-hybrid	Uetz P et al	10688190
YJL110C	YNL021W	GZF3	HDA1	Two-hybrid	Uetz P et al	10688190
YDL013W	YDR510W	HEX3	SMT3	Two-hybrid	Uetz P et al	10688190
YDL013W	YER116C	HEX3	SLX8	Two-hybrid	Uetz P et al	10688190
YOR202W	YOR202W	HIS3	HIS3	Two-hybrid	Uetz P et al	10688190
YER062C	YPL201C	HOR2	YPL201C	Two-hybrid	Uetz P et al	10688190
YJL092W	YOR355W	HPR5	GDS1	Two-hybrid	Uetz P et al	10688190
YJL092W	YDR510W	HPR5	SMT3	Two-hybrid	Uetz P et al	10688190
YJL092W	YDR078C	HPR5	SHU2	Two-hybrid	Uetz P et al	10688190
YOL123W	YGL122C	HRP1	NAB2	Two-hybrid	Uetz P et al	10688190
YPL204W	YHR185C	HRR25	PFS1	Two-hybrid	Uetz P et al	10688190
YOL133W	YJL141C	HRT1	YAK1	Two-hybrid	Uetz P et al	10688190
YOL133W	YIL001W	HRT1	YIL001W	Two-hybrid	Uetz P et al	10688190
YOL133W	YJL200C	HRT1	YJL200C	Two-hybrid	Uetz P et al	10688190
YOR319W	YBR103W	HSH49	SIF2	Two-hybrid	Uetz P et al	10688190
YOR025W	YLR403W	HST3	SFP1	Two-hybrid	Uetz P et al	10688190
YDR225W	YKR048C	HTA1	NAP1	Two-hybrid	Uetz P et al	10688190
YOL012C	YJL019W	HTZ1	MPS3	Two-hybrid	Uetz P et al	10688190
YGL192W	YBR057C	IME4	MUM2	Two-hybrid	Uetz P et al	10688190
YOL108C	YKL135C	INO4	APL2	Two-hybrid	Uetz P et al	10688190
YOL108C	YKL017C	INO4	HCS1	Two-hybrid	Uetz P et al	10688190
YOL108C	YDR123C	INO4	INO2	Two-hybrid	Uetz P et al	10688190
YOL108C	YMR317W	INO4	YMR317W	Two-hybrid	Uetz P et al	10688190
YOL108C	YNL279W	INO4	PRM1	Two-hybrid	Uetz P et al	10688190
YGL150C	YOR355W	INO80	GDS1	Two-hybrid	Uetz P et al	10688190
YGL150C	YDL002C	INO80	NHP10	Two-hybrid	Uetz P et al	10688190
YDR315C	YLR264W	IPK1	RPS28B	Two-hybrid	Uetz P et al	10688190
YDR315C	YJR117W	IPK1	STE24	Two-hybrid	Uetz P et al	10688190
YDR315C	YLR323C	IPK1	CWC24	Two-hybrid	Uetz P et al	10688190
YDR315C	YOR078W	IPK1	BUD21	Two-hybrid	Uetz P et al	10688190
YHR079C	YDR532C	IRE1	YDR532C	Two-hybrid	Uetz P et al	10688190
YLL027W	YGL189C	ISA1	RPS26A	Two-hybrid	Uetz P et al	10688190
YLL027W	YER131W	ISA1	RPS26B	Two-hybrid	Uetz P et al	10688190
YER180C	YGL026C	ISC10	TRP5	Two-hybrid	Uetz P et al	10688190
YOR226C	YPL088W	ISU2	YPL088W	Two-hybrid	Uetz P et al	10688190
YBR017C	YNR069C	KAP104	BSC5	Two-hybrid	Uetz P et al	10688190
YCL055W	YBR057C	KAR4	MUM2	Two-hybrid	Uetz P et al	10688190
YDR017C	YDR099W	KCS1	BMH2	Two-hybrid	Uetz P et al	10688190
YHR158C	YJR122W	KEL1	CAF17	Two-hybrid	Uetz P et al	10688190
YHR158C	YOR047C	KEL1	STD1	Two-hybrid	Uetz P et al	10688190
YHR158C	YMR181C	KEL1	YMR181C	Two-hybrid	Uetz P et al	10688190
YDR148C	YDR510W	KGD2	SMT3	Two-hybrid	Uetz P et al	10688190
YDR122W	YOL082W	KIN1	ATG19	Two-hybrid	Uetz P et al	10688190
YCL059C	YGL201C	KRR1	MCM6	Two-hybrid	Uetz P et al	10688190
YGR040W	YDL159W	KSS1	STE7	Two-hybrid	Uetz P et al	10688190
YKL103C	YKL103C	LAP4	LAP4	Two-hybrid	Uetz P et al	10688190
YKL103C	YOL082W	LAP4	ATG19	Two-hybrid	Uetz P et al	10688190
YER127W	YDR299W	LCP5	BFR2	Two-hybrid	Uetz P et al	10688190
