Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YNL104C	YKL183W	LEU4	LOT5	Two-hybrid	Uetz P et al	10688190
YKL205W	YKL144C	LOS1	RPC25	Two-hybrid	Uetz P et al	10688190
YDR503C	YKL130C	LPP1	SHE2	Two-hybrid	Uetz P et al	10688190
YDR439W	YCR086W	LRS4	CSM1	Two-hybrid	Uetz P et al	10688190
YBL026W	YOL149W	LSM2	DCP1	Two-hybrid	Uetz P et al	10688190
YBL026W	YDL160C	LSM2	DHH1	Two-hybrid	Uetz P et al	10688190
YBL026W	YJL124C	LSM2	LSM1	Two-hybrid	Uetz P et al	10688190
YBL026W	YER146W	LSM2	LSM5	Two-hybrid	Uetz P et al	10688190
YBL026W	YDR378C	LSM2	LSM6	Two-hybrid	Uetz P et al	10688190
YBL026W	YNL147W	LSM2	LSM7	Two-hybrid	Uetz P et al	10688190
YBL026W	YGR158C	LSM2	MTR3	Two-hybrid	Uetz P et al	10688190
YBL026W	YOR167C	LSM2	RPS28A	Two-hybrid	Uetz P et al	10688190
YBL026W	YLR264W	LSM2	RPS28B	Two-hybrid	Uetz P et al	10688190
YBL026W	YLR275W	LSM2	SMD2	Two-hybrid	Uetz P et al	10688190
YER112W	YOR039W	LSM4	CKB2	Two-hybrid	Uetz P et al	10688190
YER112W	YOL149W	LSM4	DCP1	Two-hybrid	Uetz P et al	10688190
YER112W	YJL124C	LSM4	LSM1	Two-hybrid	Uetz P et al	10688190
YER112W	YDR378C	LSM4	LSM6	Two-hybrid	Uetz P et al	10688190
YER112W	YNL147W	LSM4	LSM7	Two-hybrid	Uetz P et al	10688190
YER112W	YJR022W	LSM4	LSM8	Two-hybrid	Uetz P et al	10688190
YER112W	YOR167C	LSM4	RPS28A	Two-hybrid	Uetz P et al	10688190
YER112W	YLR264W	LSM4	RPS28B	Two-hybrid	Uetz P et al	10688190
YER112W	YLR269C	LSM4	YLR269C	Two-hybrid	Uetz P et al	10688190
YJR022W	YOL149W	LSM8	DCP1	Two-hybrid	Uetz P et al	10688190
YJR022W	YPR017C	LSM8	DSS4	Two-hybrid	Uetz P et al	10688190
YJR022W	YOR319W	LSM8	HSH49	Two-hybrid	Uetz P et al	10688190
YJR022W	YBL026W	LSM8	LSM2	Two-hybrid	Uetz P et al	10688190
YJR022W	YER146W	LSM8	LSM5	Two-hybrid	Uetz P et al	10688190
YJR022W	YDR378C	LSM8	LSM6	Two-hybrid	Uetz P et al	10688190
YJR022W	YNL147W	LSM8	LSM7	Two-hybrid	Uetz P et al	10688190
YJR022W	YGR158C	LSM8	MTR3	Two-hybrid	Uetz P et al	10688190
YJR022W	YOR167C	LSM8	RPS28A	Two-hybrid	Uetz P et al	10688190
YJR022W	YLR264W	LSM8	RPS28B	Two-hybrid	Uetz P et al	10688190
YJR022W	YEL015W	LSM8	EDC3	Two-hybrid	Uetz P et al	10688190
YJR022W	YLR269C	LSM8	YLR269C	Two-hybrid	Uetz P et al	10688190
YGR057C	YKL015W	LST7	PUT3	Two-hybrid	Uetz P et al	10688190
YGL154C	YGL254W	LYS5	FZF1	Two-hybrid	Uetz P et al	10688190
YPR051W	YEL053C	MAK3	MAK10	Two-hybrid	Uetz P et al	10688190
YCR020C-A	YEL053C	MAK31	MAK10	Two-hybrid	Uetz P et al	10688190
YPR046W	YJR135C	MCM16	MCM22	Two-hybrid	Uetz P et al	10688190
YJR135C	YPR046W	MCM22	MCM16	Two-hybrid	Uetz P et al	10688190
YLR288C	YMR159C	MEC3	ATG16	Two-hybrid	Uetz P et al	10688190
YMR112C	YBR253W	MED11	SRB6	Two-hybrid	Uetz P et al	10688190
YOL135C	YOR174W	MED7	MED4	Two-hybrid	Uetz P et al	10688190
YNL210W	YKL142W	MER1	MRP8	Two-hybrid	Uetz P et al	10688190
YIL128W	YMR112C	MET18	MED11	Two-hybrid	Uetz P et al	10688190
YIL046W	YBR138C	MET30	HDR1	Two-hybrid	Uetz P et al	10688190
YIL046W	YJR131W	MET30	MNS1	Two-hybrid	Uetz P et al	10688190
YIL046W	YLR082C	MET30	SRL2	Two-hybrid	Uetz P et al	10688190
YIL046W	YBR270C	MET30	BIT2	Two-hybrid	Uetz P et al	10688190
YIL046W	YEL015W	MET30	EDC3	Two-hybrid	Uetz P et al	10688190
YIL046W	YJL058C	MET30	BIT61	Two-hybrid	Uetz P et al	10688190
YPL038W	YEL009C	MET31	GCN4	Two-hybrid	Uetz P et al	10688190
YGL035C	YPL025C	MIG1	YPL025C	Two-hybrid	Uetz P et al	10688190
YFL034C-B	YOL036W	MOB2	YOL036W	Two-hybrid	Uetz P et al	10688190
YOL088C	YHR091C	MPD2	MSR1	Two-hybrid	Uetz P et al	10688190
YOL088C	YLR312C	MPD2	YLR312C	Two-hybrid	Uetz P et al	10688190
YKL142W	YKL142W	MRP8	MRP8	Two-hybrid	Uetz P et al	10688190
YKL142W	YMR165C	MRP8	SMP2	Two-hybrid	Uetz P et al	10688190
YGR014W	YDL165W	MSB2	CDC36	Two-hybrid	Uetz P et al	10688190
YGR014W	YJL030W	MSB2	MAD2	Two-hybrid	Uetz P et al	10688190
YGR014W	YJL013C	MSB2	MAD3	Two-hybrid	Uetz P et al	10688190
YGR014W	YPL211W	MSB2	NIP7	Two-hybrid	Uetz P et al	10688190
YGR014W	YIL144W	MSB2	TID3	Two-hybrid	Uetz P et al	10688190
YDL154W	YBR133C	MSH5	HSL7	Two-hybrid	Uetz P et al	10688190
YDL154W	YMR224C	MSH5	MRE11	Two-hybrid	Uetz P et al	10688190
YDL154W	YGL025C	MSH5	PGD1	Two-hybrid	Uetz P et al	10688190
YDL154W	YIL144W	MSH5	TID3	Two-hybrid	Uetz P et al	10688190
YDL154W	YGL170C	MSH5	SPO74	Two-hybrid	Uetz P et al	10688190
YDR335W	YDR174W	MSN5	HMO1	Two-hybrid	Uetz P et al	10688190
YDR335W	YGR009C	MSN5	SEC9	Two-hybrid	Uetz P et al	10688190
YDR335W	YDR146C	MSN5	SWI5	Two-hybrid	Uetz P et al	10688190
YDR335W	YOR359W	MSN5	VTS1	Two-hybrid	Uetz P et al	10688190
YDR335W	YPR008W	MSN5	HAA1	Two-hybrid	Uetz P et al	10688190
YGR158C	YDL111C	MTR3	RRP42	Two-hybrid	Uetz P et al	10688190
YAL034W-A	YKL103C	MTW1	LAP4	Two-hybrid	Uetz P et al	10688190
YAL034W-A	YGL172W	MTW1	NUP49	Two-hybrid	Uetz P et al	10688190
YAL034W-A	YGR120C	MTW1	COG2	Two-hybrid	Uetz P et al	10688190
YGL122C	YKR026C	NAB2	GCN3	Two-hybrid	Uetz P et al	10688190
YML031W	YDL088C	NDC1	ASM4	Two-hybrid	Uetz P et al	10688190
YML031W	YMR153W	NDC1	NUP53	Two-hybrid	Uetz P et al	10688190
YDL002C	YER092W	NHP10	IES5	Two-hybrid	Uetz P et al	10688190
YFR002W	YMR153W	NIC96	NUP53	Two-hybrid	Uetz P et al	10688190
YFR002W	YGR120C	NIC96	COG2	Two-hybrid	Uetz P et al	10688190
YGL221C	YGL221C	NIF3	NIF3	Two-hybrid	Uetz P et al	10688190
YMR309C	YNL244C	NIP1	SUI1	Two-hybrid	Uetz P et al	10688190
YMR309C	YNL047C	NIP1	SLM2	Two-hybrid	Uetz P et al	10688190
YMR309C	YOR284W	NIP1	HUA2	Two-hybrid	Uetz P et al	10688190
YPL174C	YHR129C	NIP100	ARP1	Two-hybrid	Uetz P et al	10688190
YPL174C	YIL144W	NIP100	TID3	Two-hybrid	Uetz P et al	10688190
YPL174C	YJL184W	NIP100	GON7	Two-hybrid	Uetz P et al	10688190
YBR170C	YGR048W	NPL4	UFD1	Two-hybrid	Uetz P et al	10688190
YMR091C	YFR037C	NPL6	RSC8	Two-hybrid	Uetz P et al	10688190
YDR001C	YLR270W	NTH1	DCS1	Two-hybrid	Uetz P et al	10688190
YOL069W	YER099C	NUF2	PRS2	Two-hybrid	Uetz P et al	10688190
YER105C	YJL030W	NUP157	MAD2	Two-hybrid	Uetz P et al	10688190
YER105C	YMR153W	NUP157	NUP53	Two-hybrid	Uetz P et al	10688190
YER105C	YEL015W	NUP157	EDC3	Two-hybrid	Uetz P et al	10688190
YLR335W	YOR020C	NUP2	HSP10	Two-hybrid	Uetz P et al	10688190
YGR119C	YJL041W	NUP57	NSP1	Two-hybrid	Uetz P et al	10688190
YGR119C	YGL172W	NUP57	NUP49	Two-hybrid	Uetz P et al	10688190
YGR119C	YMR236W	NUP57	TAF9	Two-hybrid	Uetz P et al	10688190
YOR269W	YLR254C	PAC1	NDL1	Two-hybrid	Uetz P et al	10688190
YDR228C	YDR448W	PCF11	ADA2	Two-hybrid	Uetz P et al	10688190
YDR228C	YOR250C	PCF11	CLP1	Two-hybrid	Uetz P et al	10688190
YDR228C	YMR061W	PCF11	RNA14	Two-hybrid	Uetz P et al	10688190
YDR228C	YGL044C	PCF11	RNA15	Two-hybrid	Uetz P et al	10688190
YDR228C	YLR423C	PCF11	ATG17	Two-hybrid	Uetz P et al	10688190
YDR228C	YLR424W	PCF11	SPP382	Two-hybrid	Uetz P et al	10688190
YDR228C	YPR049C	PCF11	ATG11	Two-hybrid	Uetz P et al	10688190
YGL134W	YPL031C	PCL10	PHO85	Two-hybrid	Uetz P et al	10688190
YDL127W	YDR146C	PCL2	SWI5	Two-hybrid	Uetz P et al	10688190
YER059W	YJL084C	PCL6	YJL084C	Two-hybrid	Uetz P et al	10688190
YER059W	YLR190W	PCL6	MMR1	Two-hybrid	Uetz P et al	10688190
YBR221C	YLR345W	PDB1	YLR345W	Two-hybrid	Uetz P et al	10688190
YIL013C	YDR174W	PDR11	HMO1	Two-hybrid	Uetz P et al	10688190
YDR142C	YHR160C	PEX7	PEX18	Two-hybrid	Uetz P et al	10688190
YDR142C	YGR239C	PEX7	PEX21	Two-hybrid	Uetz P et al	10688190
YGR240C	YMR223W	PFK1	UBP8	Two-hybrid	Uetz P et al	10688190
YPL031C	YGL215W	PHO85	CLG1	Two-hybrid	Uetz P et al	10688190
YPL031C	YDL127W	PHO85	PCL2	Two-hybrid	Uetz P et al	10688190
YPL031C	YER059W	PHO85	PCL6	Two-hybrid	Uetz P et al	10688190
YPL031C	YIL050W	PHO85	PCL7	Two-hybrid	Uetz P et al	10688190
YPL031C	YPL219W	PHO85	PCL8	Two-hybrid	Uetz P et al	10688190
YPL031C	YDL179W	PHO85	PCL9	Two-hybrid	Uetz P et al	10688190
YPL031C	YJR159W	PHO85	SOR1	Two-hybrid	Uetz P et al	10688190
YPL031C	YDL246C	PHO85	SOR2	Two-hybrid	Uetz P et al	10688190
YPL031C	YNL201C	PHO85	PSY2	Two-hybrid	Uetz P et al	10688190
YDR313C	YPL133C	PIB1	RDS2	Two-hybrid	Uetz P et al	10688190
YBL105C	YML109W	PKC1	ZDS2	Two-hybrid	Uetz P et al	10688190
YDR490C	YHR207C	PKH1	SET5	Two-hybrid	Uetz P et al	10688190
YDR490C	YIR044C	PKH1	YIR044C	Two-hybrid	Uetz P et al	10688190
YDR490C	YLR466W	PKH1	YRF1-4	Two-hybrid	Uetz P et al	10688190
YMR129W	YJL057C	POM152	IKS1	Two-hybrid	Uetz P et al	10688190
YMR129W	YMR153W	POM152	NUP53	Two-hybrid	Uetz P et al	10688190
YMR267W	YKR026C	PPA2	GCN3	Two-hybrid	Uetz P et al	10688190
YNR032W	YLR216C	PPG1	CPR6	Two-hybrid	Uetz P et al	10688190
YNR032W	YMR186W	PPG1	HSC82	Two-hybrid	Uetz P et al	10688190
YNR032W	YGR123C	PPG1	PPT1	Two-hybrid	Uetz P et al	10688190
YGR123C	YDR216W	PPT1	ADR1	Two-hybrid	Uetz P et al	10688190
YOR362C	YFL017C	PRE10	GNA1	Two-hybrid	Uetz P et al	10688190
YJL001W	YLR386W	PRE3	VAC14	Two-hybrid	Uetz P et al	10688190
YMR314W	YKL130C	PRE5	SHE2	Two-hybrid	Uetz P et al	10688190
YER023W	YER023W	PRO3	PRO3	Two-hybrid	Uetz P et al	10688190
YDL043C	YJL203W	PRP11	PRP21	Two-hybrid	Uetz P et al	10688190
YBR237W	YDR073W	PRP5	SNF11	Two-hybrid	Uetz P et al	10688190
YBR055C	YDL064W	PRP6	UBC9	Two-hybrid	Uetz P et al	10688190
YOL061W	YER099C	PRS5	PRS2	Two-hybrid	Uetz P et al	10688190
YMR308C	YKL135C	PSE1	APL2	Two-hybrid	Uetz P et al	10688190
YMR308C	YOR020C	PSE1	HSP10	Two-hybrid	Uetz P et al	10688190
YMR308C	YDR148C	PSE1	KGD2	Two-hybrid	Uetz P et al	10688190
YMR308C	YGR119C	PSE1	NUP57	Two-hybrid	Uetz P et al	10688190
YMR308C	YJR159W	PSE1	SOR1	Two-hybrid	Uetz P et al	10688190
YMR308C	YOR229W	PSE1	WTM2	Two-hybrid	Uetz P et al	10688190
YMR308C	YDL246C	PSE1	SOR2	Two-hybrid	Uetz P et al	10688190
YMR308C	YER045C	PSE1	ACA1	Two-hybrid	Uetz P et al	10688190
YMR308C	YIR025W	PSE1	MND2	Two-hybrid	Uetz P et al	10688190
YMR308C	YMR048W	PSE1	CSM3	Two-hybrid	Uetz P et al	10688190
YMR308C	YPL133C	PSE1	RDS2	Two-hybrid	Uetz P et al	10688190
YDL006W	YDR162C	PTC1	NBP2	Two-hybrid	Uetz P et al	10688190
YER089C	YDR071C	PTC2	PAA1	Two-hybrid	Uetz P et al	10688190
YOR348C	YMR228W	PUT4	MTF1	Two-hybrid	Uetz P et al	10688190
YOR348C	YCR045C	PUT4	YCR045C	Two-hybrid	Uetz P et al	10688190
YOR348C	YJL084C	PUT4	YJL084C	Two-hybrid	Uetz P et al	10688190
YOR348C	YLR294C	PUT4	YLR294C	Two-hybrid	Uetz P et al	10688190
YML095C	YOR260W	RAD10	GCD1	Two-hybrid	Uetz P et al	10688190
YML095C	YCR086W	RAD10	CSM1	Two-hybrid	Uetz P et al	10688190
YOR368W	YLR288C	RAD17	MEC3	Two-hybrid	Uetz P et al	10688190
YER162C	YEL037C	RAD4	RAD23	Two-hybrid	Uetz P et al	10688190
YER162C	YLR167W	RAD4	RPS31	Two-hybrid	Uetz P et al	10688190
YER095W	YER047C	RAD51	SAP1	Two-hybrid	Uetz P et al	10688190
YER095W	YDL064W	RAD51	UBC9	Two-hybrid	Uetz P et al	10688190
YER095W	YMR233W	RAD51	TRI1	Two-hybrid	Uetz P et al	10688190
YER095W	YPL238C	RAD51	YPL238C	Two-hybrid	Uetz P et al	10688190
YER095W	YPR011C	RAD51	YPR011C	Two-hybrid	Uetz P et al	10688190
YDR076W	YER095W	RAD55	RAD51	Two-hybrid	Uetz P et al	10688190
YGL058W	YCR066W	RAD6	RAD18	Two-hybrid	Uetz P et al	10688190
YDL090C	YKL019W	RAM1	RAM2	Two-hybrid	Uetz P et al	10688190
YGL158W	YLR113W	RCK1	HOG1	Two-hybrid	Uetz P et al	10688190
YOR127W	YHL042W	RGA1	YHL042W	Two-hybrid	Uetz P et al	10688190
YOR127W	YJL185C	RGA1	YJL185C	Two-hybrid	Uetz P et al	10688190
YLR071C	YDL065C	RGR1	PEX19	Two-hybrid	Uetz P et al	10688190
YPR165W	YPL161C	RHO1	BEM4	Two-hybrid	Uetz P et al	10688190
YKR055W	YPL161C	RHO4	BEM4	Two-hybrid	Uetz P et al	10688190
YHL027W	YJL056C	RIM101	ZAP1	Two-hybrid	Uetz P et al	10688190
YMR139W	YJR094C	RIM11	IME1	Two-hybrid	Uetz P et al	10688190
YPR018W	YBR195C	RLF2	MSI1	Two-hybrid	Uetz P et al	10688190
YOR210W	YGL166W	RPB10	CUP2	Two-hybrid	Uetz P et al	10688190
YNL113W	YML121W	RPC19	GTR1	Two-hybrid	Uetz P et al	10688190
YNL113W	YFR011C	RPC19	YFR011C	Two-hybrid	Uetz P et al	10688190
YNL113W	YHL018W	RPC19	YHL018W	Two-hybrid	Uetz P et al	10688190
YNL113W	YLR266C	RPC19	PDR8	Two-hybrid	Uetz P et al	10688190
YPR110C	YNL113W	RPC40	RPC19	Two-hybrid	Uetz P et al	10688190
YPR110C	YLR238W	RPC40	FAR10	Two-hybrid	Uetz P et al	10688190
YDL150W	YKR025W	RPC53	RPC37	Two-hybrid	Uetz P et al	10688190
YFR004W	YOR261C	RPN11	RPN8	Two-hybrid	Uetz P et al	10688190
YFR052W	YJR133W	RPN12	XPT1	Two-hybrid	Uetz P et al	10688190
YFR052W	YDR273W	RPN12	DON1	Two-hybrid	Uetz P et al	10688190
YDL147W	YDR201W	RPN5	SPC19	Two-hybrid	Uetz P et al	10688190
YDL147W	YDR179C	RPN5	CSN9	Two-hybrid	Uetz P et al	10688190
YDL097C	YEL009C	RPN6	GCN4	Two-hybrid	Uetz P et al	10688190
YLR340W	YDL081C	RPP0	RPP1A	Two-hybrid	Uetz P et al	10688190
YGL189C	YLR435W	RPS26A	TSR2	Two-hybrid	Uetz P et al	10688190
YER131W	YLR435W	RPS26B	TSR2	Two-hybrid	Uetz P et al	10688190
YLR264W	YOL149W	RPS28B	DCP1	Two-hybrid	Uetz P et al	10688190
YLR264W	YBR094W	RPS28B	YBR094W	Two-hybrid	Uetz P et al	10688190
YER102W	YBR135W	RPS8B	CKS1	Two-hybrid	Uetz P et al	10688190
YER102W	YFL017C	RPS8B	GNA1	Two-hybrid	Uetz P et al	10688190
YDR394W	YBR211C	RPT3	AME1	Two-hybrid	Uetz P et al	10688190
YDR394W	YDR394W	RPT3	RPT3	Two-hybrid	Uetz P et al	10688190
YDR394W	YOR259C	RPT3	RPT4	Two-hybrid	Uetz P et al	10688190
YDR394W	YOR117W	RPT3	RPT5	Two-hybrid	Uetz P et al	10688190
YDR394W	YGR232W	RPT3	NAS6	Two-hybrid	Uetz P et al	10688190
YBL025W	YDL113C	RRN10	ATG20	Two-hybrid	Uetz P et al	10688190
YJL025W	YBL014C	RRN7	RRN6	Two-hybrid	Uetz P et al	10688190
YMR270C	YBL025W	RRN9	RRN10	Two-hybrid	Uetz P et al	10688190
YCR027C	YOL083W	RHB1	YOL083W	Two-hybrid	Uetz P et al	10688190
YGR213C	YHR134W	RTA1	WSS1	Two-hybrid	Uetz P et al	10688190
YCR009C	YDR388W	RVS161	RVS167	Two-hybrid	Uetz P et al	10688190
YCR009C	YBR108W	RVS161	YBR108W	Two-hybrid	Uetz P et al	10688190
YGL175C	YGL175C	SAE2	SAE2	Two-hybrid	Uetz P et al	10688190
YGL175C	YCR086W	SAE2	CSM1	Two-hybrid	Uetz P et al	10688190
YGL229C	YJL030W	SAP4	MAD2	Two-hybrid	Uetz P et al	10688190
YGL229C	YJL013C	SAP4	MAD3	Two-hybrid	Uetz P et al	10688190
YGL229C	YBR196C	SAP4	PGI1	Two-hybrid	Uetz P et al	10688190
YGL229C	YJL178C	SAP4	ATG27	Two-hybrid	Uetz P et al	10688190
YGL229C	YJL211C	SAP4	YJL211C	Two-hybrid	Uetz P et al	10688190
YGL229C	YMR181C	SAP4	YMR181C	Two-hybrid	Uetz P et al	10688190
YGL229C	YOR062C	SAP4	YOR29-13	Two-hybrid	Uetz P et al	10688190
YGL229C	YPR040W	SAP4	TIP41	Two-hybrid	Uetz P et al	10688190
YMR079W	YDL001W	SEC14	RMD1	Two-hybrid	Uetz P et al	10688190
YNL287W	YBR281C	SEC21	YBR281C	Two-hybrid	Uetz P et al	10688190
YDR077W	YDR044W	SED1	HEM13	Two-hybrid	Uetz P et al	10688190
YDL212W	YDR508C	SHR3	GNP1	Two-hybrid	Uetz P et al	10688190
YNL236W	YDR054C	SIN4	CDC34	Two-hybrid	Uetz P et al	10688190
YNL236W	YGL238W	SIN4	CSE1	Two-hybrid	Uetz P et al	10688190
YNL236W	YOR355W	SIN4	GDS1	Two-hybrid	Uetz P et al	10688190
YNL236W	YJL030W	SIN4	MAD2	Two-hybrid	Uetz P et al	10688190
YNL236W	YJL013C	SIN4	MAD3	Two-hybrid	Uetz P et al	10688190
YNL236W	YJR034W	SIN4	PET191	Two-hybrid	Uetz P et al	10688190
YNL236W	YKL012W	SIN4	PRP40	Two-hybrid	Uetz P et al	10688190
YNL236W	YFR033C	SIN4	QCR6	Two-hybrid	Uetz P et al	10688190
YNL236W	YGR046W	SIN4	YGR046W	Two-hybrid	Uetz P et al	10688190
YNL236W	YGR117C	SIN4	YGR117C	Two-hybrid	Uetz P et al	10688190
YGL208W	YGL115W	SIP2	SNF4	Two-hybrid	Uetz P et al	10688190
YDR328C	YLR399C	SKP1	BDF1	Two-hybrid	Uetz P et al	10688190
YDR328C	YFL009W	SKP1	CDC4	Two-hybrid	Uetz P et al	10688190
YDR328C	YMR094W	SKP1	CTF13	Two-hybrid	Uetz P et al	10688190
YDR328C	YJR090C	SKP1	GRR1	Two-hybrid	Uetz P et al	10688190
YDR328C	YIL046W	SKP1	MET30	Two-hybrid	Uetz P et al	10688190
YDR328C	YDR139C	SKP1	RUB1	Two-hybrid	Uetz P et al	10688190
YDR328C	YOR057W	SKP1	SGT1	Two-hybrid	Uetz P et al	10688190
YDR328C	YLR097C	SKP1	HRT3	Two-hybrid	Uetz P et al	10688190
YDR328C	YLR224W	SKP1	YLR224W	Two-hybrid	Uetz P et al	10688190
YDR328C	YLR352W	SKP1	YLR352W	Two-hybrid	Uetz P et al	10688190
YDR328C	YLR368W	SKP1	MDM30	Two-hybrid	Uetz P et al	10688190
YDR088C	YDL144C	SLU7	YDL144C	Two-hybrid	Uetz P et al	10688190
YGR229C	YKR099W	SMI1	BAS1	Two-hybrid	Uetz P et al	10688190
YPR054W	YFL029C	SMK1	CAK1	Two-hybrid	Uetz P et al	10688190
YDR510W	YDL064W	SMT3	UBC9	Two-hybrid	Uetz P et al	10688190
YPR182W	YLR275W	SMX3	SMD2	Two-hybrid	Uetz P et al	10688190
YDR477W	YER027C	SNF1	GAL83	Two-hybrid	Uetz P et al	10688190
YDR477W	YGL208W	SNF1	SIP2	Two-hybrid	Uetz P et al	10688190
YDR477W	YNL218W	SNF1	MGS1	Two-hybrid	Uetz P et al	10688190
YGL115W	YML110C	SNF4	COQ5	Two-hybrid	Uetz P et al	10688190
YGL115W	YER027C	SNF4	GAL83	Two-hybrid	Uetz P et al	10688190
YGL115W	YDL214C	SNF4	PRR2	Two-hybrid	Uetz P et al	10688190
YGL115W	YJL114W	SNF4	YJL114W	Two-hybrid	Uetz P et al	10688190
YGL115W	YJR083C	SNF4	ACF4	Two-hybrid	Uetz P et al	10688190
YGL115W	YMR291W	SNF4	YMR291W	Two-hybrid	Uetz P et al	10688190
YMR095C	YMR096W	SNO1	SNZ1	Two-hybrid	Uetz P et al	10688190
YMR096W	YMR095C	SNZ1	SNO1	Two-hybrid	Uetz P et al	10688190
YMR095C	YFL059W	SNO1	SNZ3	Two-hybrid	Uetz P et al	10688190
YFL060C	YMR096W	SNO3	SNZ1	Two-hybrid	Uetz P et al	10688190
YFL060C	YFL059W	SNO3	SNZ3	Two-hybrid	Uetz P et al	10688190
YDL098C	YGR075C	SNU23	PRP38	Two-hybrid	Uetz P et al	10688190
YDR201W	YIL144W	SPC19	TID3	Two-hybrid	Uetz P et al	10688190
YKR037C	YJR091C	SPC34	JSN1	Two-hybrid	Uetz P et al	10688190
YKR037C	YDR201W	SPC34	SPC19	Two-hybrid	Uetz P et al	10688190
YNL012W	YBR250W	SPO1	YBR250W	Two-hybrid	Uetz P et al	10688190
YHL022C	YGL213C	SPO11	SKI8	Two-hybrid	Uetz P et al	10688190
YHR152W	YCR086W	SPO12	CSM1	Two-hybrid	Uetz P et al	10688190
YHR014W	YHR185C	SPO13	PFS1	Two-hybrid	Uetz P et al	10688190
YDR218C	YJR076C	SPR28	CDC11	Two-hybrid	Uetz P et al	10688190
YER161C	YDR110W	SPT2	FOB1	Two-hybrid	Uetz P et al	10688190
YER161C	YGL201C	SPT2	MCM6	Two-hybrid	Uetz P et al	10688190
YGR104C	YBR193C	SRB5	MED8	Two-hybrid	Uetz P et al	10688190
YDR308C	YOR174W	SRB7	MED4	Two-hybrid	Uetz P et al	10688190
YDR308C	YOL135C	SRB7	MED7	Two-hybrid	Uetz P et al	10688190
YLR082C	YLR082C	SRL2	SRL2	Two-hybrid	Uetz P et al	10688190
YDR292C	YMR163C	SRP101	YMR163C	Two-hybrid	Uetz P et al	10688190
YHR184W	YHR184W	SSP1	SSP1	Two-hybrid	Uetz P et al	10688190
YLR362W	YCL032W	STE11	STE50	Two-hybrid	Uetz P et al	10688190
YHR084W	YDR480W	STE12	DIG2	Two-hybrid	Uetz P et al	10688190
YJR086W	YOR212W	STE18	STE4	Two-hybrid	Uetz P et al	10688190
YLR305C	YOR355W	STT4	GDS1	Two-hybrid	Uetz P et al	10688190
YLR305C	YOR047C	STT4	STD1	Two-hybrid	Uetz P et al	10688190
YDR395W	YDR132C	SXM1	YDR132C	Two-hybrid	Uetz P et al	10688190
YDR395W	YOL070C	SXM1	YOL070C	Two-hybrid	Uetz P et al	10688190
YDR416W	YJR050W	SYF1	ISY1	Two-hybrid	Uetz P et al	10688190
YDR416W	YBR188C	SYF1	NTC20	Two-hybrid	Uetz P et al	10688190
YDR416W	YGR129W	SYF1	SYF2	Two-hybrid	Uetz P et al	10688190
YLR117C	YBR188C	CLF1	NTC20	Two-hybrid	Uetz P et al	10688190
YML015C	YDR174W	TAF11	HMO1	Two-hybrid	Uetz P et al	10688190
YML015C	YDR167W	TAF11	TAF10	Two-hybrid	Uetz P et al	10688190
YGL112C	YMR255W	TAF6	GFD1	Two-hybrid	Uetz P et al	10688190
YGL112C	YMR236W	TAF6	TAF9	Two-hybrid	Uetz P et al	10688190
YPR048W	YNL199C	TAH18	GCR2	Two-hybrid	Uetz P et al	10688190
YPR048W	YDL215C	TAH18	GDH2	Two-hybrid	Uetz P et al	10688190
YPR048W	YOR355W	TAH18	GDS1	Two-hybrid	Uetz P et al	10688190
YPR048W	YPR070W	TAH18	MED1	Two-hybrid	Uetz P et al	10688190
YML064C	YPL049C	TEM1	DIG1	Two-hybrid	Uetz P et al	10688190
YML064C	YER179W	TEM1	DMC1	Two-hybrid	Uetz P et al	10688190
YML064C	YLR284C	TEM1	ECI1	Two-hybrid	Uetz P et al	10688190
YML064C	YDR110W	TEM1	FOB1	Two-hybrid	Uetz P et al	10688190
YML064C	YDR174W	TEM1	HMO1	Two-hybrid	Uetz P et al	10688190
YML064C	YOR020C	TEM1	HSP10	Two-hybrid	Uetz P et al	10688190
YML064C	YKL008C	TEM1	LAC1	Two-hybrid	Uetz P et al	10688190
YML064C	YJR131W	TEM1	MNS1	Two-hybrid	Uetz P et al	10688190
YML064C	YBR171W	TEM1	SEC66	Two-hybrid	Uetz P et al	10688190
YML064C	YPR182W	TEM1	SMX3	Two-hybrid	Uetz P et al	10688190
YML064C	YNL333W	TEM1	SNZ2	Two-hybrid	Uetz P et al	10688190
YML064C	YJR159W	TEM1	SOR1	Two-hybrid	Uetz P et al	10688190
YML064C	YOR229W	TEM1	WTM2	Two-hybrid	Uetz P et al	10688190
YML064C	YCR087W	TEM1	YCR087W	Two-hybrid	Uetz P et al	10688190
YML064C	YDL246C	TEM1	SOR2	Two-hybrid	Uetz P et al	10688190
YML064C	YEL015W	TEM1	EDC3	Two-hybrid	Uetz P et al	10688190
YML064C	YHR198C	TEM1	FMP22	Two-hybrid	Uetz P et al	10688190
YML064C	YJL058C	TEM1	BIT61	Two-hybrid	Uetz P et al	10688190
YML064C	YJR056C	TEM1	YJR056C	Two-hybrid	Uetz P et al	10688190
YML064C	YLR423C	TEM1	ATG17	Two-hybrid	Uetz P et al	10688190
YML064C	YNL218W	TEM1	MGS1	Two-hybrid	Uetz P et al	10688190
YML064C	YPL192C	TEM1	PRM3	Two-hybrid	Uetz P et al	10688190
